Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches,-9999
509,Timo Werner,de GER,FWMF,Chelsea,24,1996,28.9,89,3.08,60,0,7,11,11,0,15,0.52,8,0,2,1,4,0,Matches,49fe9070
510,Ashley Westwood,eng ENG,MF,Burnley,30,1990,37.9,105,2.77,75,27,0,0,2,1,5,0.13,3,2,0,0,0,0,Matches,495945ef
511,Ben White,eng ENG,DFMF,Brighton,22,1997,35.5,32,0.90,27,1,2,0,1,1,4,0.11,4,0,0,0,0,0,Matches,35e413f1
512,Georginio Wijnaldum,nl NED,MF,Liverpool,29,1990,32.7,68,2.08,56,0,3,4,4,1,7,0.21,5,0,0,1,0,1,Matches,eb58eef0
513,Brandon Williams,eng ENG,DF,Manchester Utd,19,2000,2.1,2,0.96,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,5e74d6c8
514,Neco Williams,wls WAL,DF,Liverpool,19,2001,2.8,3,1.09,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,dd323728
515,Rhys Williams,eng ENG,DF,Liverpool,19,2001,7.3,6,0.82,5,0,0,1,0,0,1,0.14,0,0,0,1,0,0,Matches,012c975a
516,Willian,br BRA,FW,Arsenal,31,1988,15.6,66,4.23,42,13,2,4,5,0,11,0.70,5,2,0,3,1,0,Matches,8b9ebd03
517,Joe Willock,eng ENG,MF,Arsenal,20,1999,2.6,9,3.40,6,0,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches,a3b03921
518,Joe Willock,eng ENG,MF,Newcastle Utd,20,1999,10.9,26,2.39,15,0,3,3,4,1,3,0.28,1,0,1,1,0,0,Matches,a3b03921
519,Callum Wilson,eng ENG,FW,Newcastle Utd,28,1992,23.2,51,2.20,30,0,3,3,15,0,11,0.48,5,0,0,3,3,0,Matches,c596fcb0
520,Harry Winks,eng ENG,MF,Tottenham,24,1996,9.6,7,0.73,6,0,0,0,0,1,1,0.10,1,0,0,0,0,0,Matches,2f7acede
521,Chris Wood,nz NZL,FW,Burnley,28,1991,30.5,60,1.97,50,0,3,5,2,0,10,0.33,6,0,2,1,1,0,Matches,4e9a0555
522,Granit Xhaka,ch SUI,MFDF,Arsenal,27,1992,28.0,50,1.79,43,1,0,3,2,1,5,0.18,4,0,0,0,0,1,Matches,e61b8aee
523,Andriy Yarmolenko,ua UKR,FWMF,West Ham,30,1989,4.2,14,3.36,10,1,1,1,1,0,2,0.48,2,0,0,0,0,0,Matches,849c826a
524,DeAndre Yedlin,us USA,DF,Newcastle Utd,27,1993,4.8,9,1.86,7,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches,ae0a7ddf
525,Okay Yokuşlu,tr TUR,MF,West Brom,26,1994,14.6,14,0.96,9,0,0,1,4,0,3,0.21,2,0,0,1,0,0,Matches,e49ce451
526,Wilfried Zaha,ci CIV,FW,Crystal Palace,27,1992,29.0,95,3.27,52,0,20,4,18,1,10,0.34,6,0,2,0,2,0,Matches,b2bc3b1f
527,Andre-Frank Zambo Anguissa,cm CMR,MF,Fulham,24,1995,28.7,63,2.19,49,0,9,2,2,1,6,0.21,4,0,2,0,0,0,Matches,6bb2c084
528,Andi Zeqiri,ch SUI,FWDF,Brighton,21,1999,1.9,4,2.09,3,0,1,0,0,0,1,0.52,1,0,0,0,0,0,Matches,d01231f0
529,Oleksandr Zinchenko,ua UKR,DF,Manchester City,23,1996,16.4,32,1.95,26,4,0,1,1,0,2,0.12,2,0,0,0,0,0,Matches,51cf8561
530,Hakim Ziyech,ma MAR,MFFW,Chelsea,27,1993,13.0,73,5.60,54,7,4,7,1,0,6,0.46,5,1,0,0,0,0,Matches,6622454d
531,Kurt Zouma,fr FRA,DF,Chelsea,25,1994,22.5,14,0.62,11,0,0,3,0,0,0,0.00,0,0,0,0,0,0,Matches,ce4246f5
532,Martin Ødegaard,no NOR,MF,Arsenal,21,1998,9.6,42,4.36,34,4,2,1,1,0,5,0.52,5,0,0,0,0,0,Matches,79300479
